year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,state
2022,5,MQ,DCA,289,67,10.88,5.07,34.52,0.2,16.33,6,0,3017,537,251,1105,3,1121, DC
2022,5,MQ,DFW,3688,697,173.35,99.65,177.45,4.49,242.07,41,5,49784,12761,9714,8505,147,18657, TX
2022,5,MQ,DRT,62,5,2.49,0,2.08,0,0.43,1,0,378,214,0,118,0,46, TX
2022,5,MQ,DSM,100,6,1,1.27,2.73,0,1,0,1,227,23,65,52,0,87, IA
2022,5,MQ,DTW,70,21,11.68,1.25,3.78,0,4.29,0,0,1047,563,57,147,0,280, MI
2022,5,MQ,ELP,127,24,8.06,0.7,3.01,0,12.23,2,0,1193,370,79,117,0,627, TX
2022,5,MQ,EVV,90,14,4.65,0.56,2.86,0,5.94,0,0,562,137,48,73,0,304, IN
2022,5,MQ,EYW,147,14,4.2,0.19,5.47,0,4.14,5,0,642,237,21,153,0,231, FL
2022,5,MQ,FAR,58,8,2.16,0.89,2.32,0,2.63,1,1,417,110,101,76,0,130, ND
2022,5,MQ,FNT,62,7,1.94,0,2.57,0,2.49,0,0,333,139,0,80,0,114, MI
2022,5,MQ,FSD,35,6,2.24,0,2.67,0,1.1,0,0,165,93,0,51,0,21, SD
2022,5,MQ,FSM,65,10,3.67,0.92,1.81,0,3.6,2,2,523,138,95,62,0,228, AR
2022,5,MQ,GCK,62,11,3.07,0.57,4.7,0,2.66,1,2,480,115,32,139,0,194, KS
2022,5,MQ,GGG,91,12,2.72,0.96,2.02,0,6.3,1,0,1420,155,556,74,0,635, TX
2022,5,MQ,GJT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0, CO
2022,5,MQ,GNV,82,17,5.46,0.23,4.47,0,6.84,3,0,945,204,19,260,0,462, FL
2022,5,MQ,GPT,31,4,1,0.39,2.61,0,0,0,0,254,50,9,195,0,0, MS
2022,5,MQ,GRB,85,10,6.69,1,1.37,0,0.94,0,0,476,231,97,98,0,50, WI
2022,5,MQ,GRI,62,16,2.78,0.96,10.66,0,1.61,1,1,821,247,112,289,0,173, NE
2022,5,MQ,GRK,43,10,1.98,1,2.94,0,4.09,0,0,648,150,93,111,0,294, TX
2022,5,MQ,GRR,124,17,4.77,1.17,2.4,0,8.66,1,0,1343,298,20,63,0,962, MI
2022,5,MQ,GSO,178,48,14.04,3.43,17.06,0,13.48,1,0,2751,778,327,758,0,888, NC
2022,5,MQ,GSP,178,35,10.09,2.5,14.49,0,7.92,1,1,1587,372,115,617,0,483, SC
2022,5,MQ,HHH,8,3,1.26,0,1.74,0,0,0,0,69,38,0,31,0,0, SC
2022,5,MQ,HRL,43,4,1.79,0.54,0,0,1.67,1,0,435,234,84,0,0,117, TX
2022,5,MQ,HSV,43,15,2.72,1.15,8.34,0,2.79,1,0,629,123,89,218,0,199, AL
2022,5,MQ,IAH,66,17,3.23,0,11.82,0,1.94,0,0,607,142,0,397,0,68, TX
2022,5,MQ,ICT,65,13,2.6,0,6.68,0,3.72,0,0,373,51,0,201,0,121, KS
2022,5,MQ,ILM,35,1,0.39,0,0,0,0.61,0,0,69,27,0,0,0,42, NC
2022,5,MQ,IND,110,20,6.13,1.7,4.29,0,7.87,1,0,957,321,47,185,0,404, IN
2022,5,MQ,JAN,20,1,0,0,0,0,1,0,0,98,0,0,0,0,98, MS
2022,5,MQ,JAX,216,40,14.14,1.33,13.1,0,11.43,2,1,1862,596,100,382,0,784, FL
2022,5,MQ,LAN,57,8,3.8,0.66,1.94,0,1.6,0,0,280,93,39,60,0,88, MI
2022,5,MQ,LAW,62,16,8.83,0.43,5.79,0,0.95,0,0,1171,515,112,318,0,226, OK
2022,5,MQ,LCH,39,9,1.83,0.9,5.27,0,1,0,0,421,72,61,245,0,43, LA
2022,5,MQ,LEX,134,21,10.28,0.03,7.47,0,3.21,2,0,1566,1061,3,225,0,277, KY
2022,5,MQ,LIT,272,53,20.27,3.29,12.07,0,17.37,5,2,4469,2271,460,543,0,1195, AR
2022,5,MQ,LRD,81,9,4.98,0,3.06,0,0.97,0,1,790,332,0,247,0,211, TX
2022,5,MQ,LSE,62,9,4.22,0,2.39,0,2.39,0,1,342,114,0,120,0,108, WI
2022,5,MQ,MAF,3,1,0,0,1,0,0,0,0,19,0,0,19,0,0, TX
2022,5,MQ,MCI,92,14,2.69,0.76,4.8,0,5.75,0,2,446,81,19,152,0,194, MO
2022,5,MQ,MDT,62,9,5.14,0,1.3,0,2.56,0,0,445,343,0,30,0,72, PA
2022,5,MQ,MEM,37,9,3.11,1,3.49,0,1.4,1,0,425,205,48,120,0,52, TN
2022,5,MQ,MFE,4,4,2.02,0,0.51,0,1.47,0,0,229,75,0,16,0,138, TX
2022,5,MQ,MHK,63,8,2.06,0,2.68,0,3.26,0,0,471,218,0,118,0,135, KS
2022,5,MQ,MIA,1879,329,88.14,25.83,108.43,2.31,104.28,32,11,17590,5567,1441,4709,85,5788, FL
2022,5,MQ,MKE,57,7,0,1,6,0,0,0,0,192,0,28,164,0,0, WI
2022,5,MQ,MLI,120,13,5.45,1.43,2.46,0,3.66,1,0,838,335,90,130,0,283, IL
2022,5,MQ,MLU,30,5,0.36,0,4.1,0,0.54,0,0,453,41,0,350,0,62, LA
2022,5,MQ,MOB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0, AL
2022,5,MQ,MQT,30,4,1,0.44,1.19,0,1.37,0,1,412,23,128,60,0,201, MI
2022,5,MQ,MRY,35,6,0.6,0.18,3.68,0,1.54,0,0,211,12,7,138,0,54, CA
2022,5,MQ,MSN,119,22,7.27,1,8.99,0,4.74,3,1,1231,752,120,222,0,137, WI
2022,5,MQ,MSP,112,27,7.78,1.86,6.42,0,10.93,1,2,1272,435,120,275,0,442, MN
2022,5,MQ,MSY,110,26,8.88,5.42,2.61,0,9.09,3,0,1199,359,182,96,0,562, LA
2022,5,MQ,MYR,35,7,0.87,0,4.92,0,1.21,0,0,476,97,0,308,0,71, SC
2022,5,MQ,OKC,97,24,6.33,0.54,4.36,0,12.77,0,1,1563,393,75,275,0,820, OK
2022,5,MQ,OMA,94,16,4.04,1.43,7.9,0,2.63,1,0,588,156,79,240,0,113, NE
2022,5,MQ,ORD,3697,488,146.77,28.56,141.49,0.05,171.13,31,11,29305,12355,1799,5164,4,9983, IL
2022,5,MQ,ORF,62,15,3.72,1.93,7.27,0,2.08,2,0,435,99,56,208,0,72, VA
2022,5,MQ,PIA,62,4,0.95,0.1,1.3,0,1.64,0,0,153,21,5,35,0,92, IL
2022,5,MQ,PIT,14,2,0.71,0,1,0,0.29,1,0,84,39,0,29,0,16, PA
2022,5,MQ,PNS,132,20,5.17,3,5.61,0,6.22,1,1,1287,399,191,369,0,328, FL
2022,5,MQ,PVD,27,4,0.89,0,2.23,0,0.88,0,0,175,42,0,88,0,45, RI
2022,5,MQ,PWM,27,5,2.61,0,2.39,0,0,0,0,296,201,0,95,0,0, ME
2022,5,MQ,RDU,124,29,8.03,0.47,5.6,0.13,14.77,0,1,1443,301,30,482,2,628, NC
2022,5,MQ,RIC,68,6,1.29,0.8,2.13,0,1.78,0,0,283,94,22,92,0,75, VA
2022,5,MQ,RNO,31,19,4.42,0.27,9.48,0,4.83,0,0,1003,257,32,292,0,422, NV
2022,5,MQ,ROC,89,15,4.92,0.4,3.59,0,6.09,0,0,619,139,32,78,0,370, NY
2022,5,MQ,RST,62,11,0.45,0.38,6,0,4.17,0,0,389,18,9,175,0,187, MN
2022,5,MQ,SAT,84,12,1.96,0,7.59,0,2.46,1,0,483,66,0,213,0,204, TX
2022,5,MQ,SAV,66,11,0.84,0.02,3.48,0,6.65,0,0,602,43,1,84,0,474, GA
2022,5,MQ,SBA,3,1,0.79,0,0,0,0.21,0,0,19,15,0,0,0,4, CA
2022,5,MQ,SBP,62,8,3.64,0,2.7,0,1.66,0,1,316,132,0,82,0,102, CA
2022,5,MQ,SDF,119,24,6.8,3.66,8.96,0,4.59,1,0,1173,310,143,539,0,181, KY
2022,5,MQ,SGF,274,59,19.46,3,24.06,0,12.48,6,0,2507,674,188,853,0,792, MO
2022,5,MQ,SHV,85,8,3.95,0,1.05,0,3,2,1,333,138,0,47,0,148, LA
2022,5,MQ,SJT,91,15,7.75,1.59,2.83,0,2.83,1,1,839,257,177,136,0,269, TX
2022,5,MQ,SPI,62,11,3.78,0.53,4.78,0,1.9,0,0,639,111,37,236,0,255, IL
2022,5,MQ,SPS,95,16,1.24,0.86,8.73,0,5.16,1,0,791,31,126,312,0,322, TX
2022,5,MQ,SRQ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0, FL
2022,5,MQ,STL,118,14,6.71,0.43,3.52,0,3.34,0,0,955,438,55,134,0,328, MO
2022,5,MQ,STS,31,10,2.62,0,7.22,0,0.16,0,0,330,112,0,214,0,4, CA
2022,5,MQ,SWO,62,12,5.08,1.56,2.47,0,2.89,2,1,1023,166,573,64,0,220, OK
2022,5,MQ,SYR,54,6,3.3,0,1.62,0,1.08,2,0,143,86,0,29,0,28, NY
2022,5,MQ,TLH,154,26,7.5,0.82,8.5,0,9.17,2,0,1493,432,76,316,0,669, FL
2022,5,MQ,TOL,35,4,3,0,0,0,1,0,0,94,77,0,0,0,17, OH
2022,5,MQ,TPA,173,18,6.99,2,4.79,1,3.22,0,0,687,363,47,122,38,117, FL
2022,5,MQ,TUL,58,10,4,0.98,1.89,0,3.12,0,0,469,105,64,120,0,180, OK
2022,5,MQ,TVC,85,13,3.77,1.66,4.22,0,3.35,1,0,589,168,91,208,0,122, MI
2022,5,MQ,TXK,93,7,0.65,1.28,2.71,0,2.37,1,1,302,14,80,70,0,138, AR
2022,5,MQ,TYR,97,8,1.68,0.16,2.32,0,3.84,2,0,311,51,10,57,0,193, TX
2022,5,MQ,TYS,150,29,6.54,2.2,8.01,0,12.24,2,0,1796,335,335,321,0,805, TN
2022,5,MQ,VPS,4,2,0,0,2,0,0,0,0,38,0,0,38,0,0, FL
2022,5,MQ,XNA,432,90,27.63,6.56,31.43,0,24.38,9,3,4707,1110,573,1453,0,1571, AR
2022,5,NK,ACY,283,64,20.19,2.54,28.03,0.97,12.26,9,0,4233,1277,179,1552,40,1185, NJ
2022,5,NK,ATL,816,204,69.55,5.39,77.28,2.07,49.71,11,0,11937,3380,504,4243,111,3699, GA
2022,5,NK,AUS,134,36,11.63,1.01,15.15,0,8.21,2,0,1848,542,71,702,0,533, TX
2022,5,NK,BDL,150,26,10.25,0.82,7.8,0,7.13,5,0,1574,711,59,394,0,410, CT
2022,5,NK,BNA,167,57,12.93,0.38,31.67,1.74,10.28,4,0,3274,637,68,1843,73,653, TN
2022,5,NK,BOS,367,120,26.86,9.81,60.2,1.96,21.18,7,0,7106,1569,755,3195,65,1522, MA
2022,5,NK,BQN,70,24,9.14,2.64,5.77,0.07,6.38,4,0,1302,443,123,273,4,459, PR
2022,5,NK,BUR,23,10,4.13,0,2.25,0,3.62,0,0,448,127,0,120,0,201, CA
2022,5,NK,BWI,534,178,60.56,8.51,65.27,1.67,41.99,17,3,10538,2989,716,3383,68,3382, MD
2022,5,NK,CAK,36,13,7.03,0.06,3,0,2.91,1,0,763,367,3,203,0,190, OH
2022,5,NK,CLE,301,69,24.9,3.3,27.92,1.25,11.63,3,0,4182,1721,248,1409,26,778, OH
2022,5,NK,CLT,120,50,21.17,3.76,16.82,0.17,8.09,5,0,2930,1188,284,1013,3,442, NC
2022,5,NK,CMH,179,61,22.33,4.1,18.63,0.59,15.35,4,0,3059,755,307,957,25,1015, OH
2022,5,NK,CRW,16,4,0.91,0,1.49,0,1.6,0,0,238,49,0,47,0,142, WV
2022,5,NK,DEN,147,28,8.4,1.8,11.47,0,6.33,1,1,1616,527,103,734,0,252, CO
2022,5,NK,DFW,632,191,59.26,8.01,71.5,3.99,48.24,8,1,12912,4234,382,4582,146,3568, TX
2022,5,NK,DTW,720,202,63.2,7.62,73.22,0.79,57.17,5,1,11590,2991,716,3490,23,4370, MI
2022,5,NK,EWR,632,270,48.21,21.88,175.26,1,23.64,26,1,18753,3198,2349,11352,24,1830, NJ
2022,5,NK,FLL,1895,544,139.57,21.7,252.9,9.47,120.36,44,11,35419,9388,2308,13393,253,10077, FL
2022,5,NK,IAG,11,3,1,0,0.28,0,1.72,0,0,303,82,0,20,0,201, NY
2022,5,NK,IAH,608,161,53.11,3.77,63.53,1.33,39.25,12,1,11590,3974,284,4053,45,3234, TX
2022,5,NK,IND,133,35,12.9,1.88,11.19,0.21,8.82,3,0,2794,896,99,708,15,1076, IN
2022,5,NK,LAS,1879,591,140.82,12.78,275.65,4.8,156.95,37,1,37058,10900,928,15315,121,9794, NV
2022,5,NK,LAX,909,275,94.76,9.91,122.06,5.02,43.26,13,0,13301,4755,530,5011,195,2810, CA
2022,5,NK,LBE,77,15,6.94,1.43,5.03,0,1.6,5,0,915,535,97,227,0,56, PA
2022,5,NK,LGA,414,126,38.39,10.25,54.74,0,22.63,20,0,6702,1966,651,2797,0,1288, NY
2022,5,NK,MCI,118,43,13.14,1.13,11.05,0,17.68,2,0,2759,682,32,630,0,1415, MO
2022,5,NK,MCO,2087,664,162.5,25.08,292.93,4.97,178.52,57,7,43614,10857,2547,17250,187,12773, FL
2022,5,NK,MEM,62,15,8.33,0,5.26,0,1.41,0,0,594,284,0,181,0,129, TN
2022,5,NK,MHT,75,18,9.24,0,5.5,0,3.26,4,0,665,326,0,206,0,133, NH
2022,5,NK,MIA,602,152,35.21,6.24,70.04,1.11,39.41,13,4,9129,2046,582,3240,90,3171, FL
2022,5,NK,MKE,80,17,8.11,0,6.71,0,2.18,3,0,983,374,0,448,0,161, WI
2022,5,NK,MSP,77,22,8.95,1.6,6.6,1,3.84,1,1,1653,691,229,383,24,326, MN
2022,5,NK,MSY,415,89,31.19,0.83,36.32,0.12,20.54,7,1,6448,2413,131,2281,3,1620, LA
2022,5,NK,MYR,625,119,37.94,4.2,41.65,0.77,34.45,17,0,8152,2509,248,3264,32,2099, SC
2022,5,NK,OAK,190,51,17.85,0,20.55,0.4,12.2,1,0,2543,1125,0,732,27,659, CA
2022,5,NK,ORD,598,154,42.68,8.82,64.62,3.26,34.62,16,0,8378,2255,525,2972,113,2513, IL
2022,5,NK,PBI,16,3,0,0,2,0,1,0,0,237,0,0,152,0,85, FL
2022,5,NK,PDX,78,21,5.01,0,8.7,0,7.29,1,0,1013,274,0,276,0,463, OR
2022,5,NK,PHL,537,175,52,12.11,67.03,5.03,38.84,12,0,10521,3156,1021,3580,251,2513, PA
2022,5,NK,PHX,49,12,6.44,0,2.44,0,3.12,1,0,759,405,0,75,0,279, AZ
2022,5,NK,PIT,243,54,22.57,4.28,17.13,1.94,8.09,4,0,2806,995,491,766,79,475, PA
2022,5,NK,PNS,36,12,4.99,0.31,6.24,0,0.46,0,0,809,321,36,401,0,51, FL
2022,5,NK,PSE,31,17,6.84,2.87,5.36,0.81,1.12,0,1,973,457,115,344,21,36, PR
2022,5,NK,RDU,59,17,2.81,0.83,10.39,1.5,1.46,2,0,597,56,45,421,38,37, NC
2022,5,NK,RIC,61,26,10.11,3.79,8.32,0,3.78,3,0,1624,448,206,528,0,442, VA
2022,5,NK,RSW,148,22,8.04,0,12.77,0,1.19,3,1,1658,1017,0,536,0,105, FL
2022,5,NK,SAN,132,33,10.09,0,13.07,0,9.84,3,0,1230,441,0,352,0,437, CA
2022,5,NK,SDF,112,23,11.92,0.88,5.76,0.94,3.5,8,1,1205,596,125,294,17,173, KY
2022,5,NK,SEA,64,18,6.43,0,7,0,4.57,0,0,984,401,0,242,0,341, WA
2022,5,NK,SJU,450,161,52.7,6.4,61.71,2.53,37.66,4,0,7701,2365,281,2291,73,2691, PR
2022,5,NK,SLC,24,3,1.02,0,1.1,0,0.88,0,0,109,45,0,49,0,15, UT
2022,5,NK,SMF,113,31,13.19,0,13.02,0,4.79,0,0,1531,527,0,853,0,151, CA
2022,5,NK,SNA,154,29,6.86,0.44,17.16,0.13,4.41,0,1,1103,210,7,667,5,214, CA
2022,5,NK,STL,93,29,7.55,0,13.47,0,7.98,0,0,1759,368,0,819,0,572, MO
2022,5,NK,STT,59,16,8.02,0,4.91,0,3.07,0,1,1107,470,0,346,0,291, VI
2022,5,NK,STX,31,5,2.37,0,1.19,0,1.44,0,0,370,151,0,172,0,47, VI
2022,5,NK,TPA,417,88,24.27,4.67,40.58,0,18.49,5,3,5472,1927,216,1938,0,1391, FL
2022,5,OH,ABE,82,18,4.7,2.02,1.93,0,9.34,1,0,929,291,89,44,0,505, PA
2022,5,OH,AGS,91,15,5.53,0.82,2.39,0,6.26,1,0,1125,534,21,51,0,519, GA
2022,5,OH,ALB,97,29,14.26,0,6.04,0,8.71,5,0,1355,709,0,193,0,453, NY
2022,5,OH,ATL,106,10,2.56,0.02,1.78,0,5.65,0,0,703,238,2,68,0,395, GA
2022,5,OH,AVL,162,36,11.97,4.63,10.33,0,9.08,6,0,2259,779,483,373,0,624, NC
2022,5,OH,AVP,20,5,1.54,0.34,1.02,0,2.1,0,0,253,37,31,22,0,163, PA
2022,5,OH,BDL,147,45,10.72,2.3,12.49,0.31,19.18,7,0,2604,717,273,444,11,1159, CT
2022,5,OH,BGR,156,44,11.42,3.38,12.96,0,16.25,4,1,2371,557,262,449,0,1103, ME
2022,5,OH,BHM,303,81,23.27,10.01,26.47,0,21.25,9,0,5155,1221,1372,781,0,1781, AL
2022,5,OH,BNA,251,45,18.32,3.14,9.09,0.65,13.81,5,1,3775,1357,377,401,61,1579, TN
2022,5,OH,BTR,60,15,5.11,2.66,1,0,6.23,0,0,1050,195,338,25,0,492, LA
2022,5,OH,BTV,127,19,7.34,0.11,6.09,0,5.47,4,0,902,287,8,298,0,309, VT
2022,5,OH,BUF,168,38,9.39,1.84,15.64,0,11.13,9,0,2914,506,290,665,0,1453, NY
2022,5,OH,BWI,20,6,2.31,0.84,0.96,0,1.88,0,1,455,72,95,55,0,233, MD
2022,5,OH,CAE,161,50,12.52,3.87,12.96,0.33,20.31,8,0,2835,693,317,492,7,1326, SC
2022,5,OH,CAK,92,28,6.38,7.59,0.75,0,13.29,1,0,2596,402,862,33,0,1299, OH
2022,5,OH,CHA,108,19,5.18,2.28,0.81,0.18,10.56,2,1,1199,163,224,27,21,764, TN
2022,5,OH,CHO,59,7,0.09,1.66,3.34,0,1.91,1,0,485,7,146,143,0,189, VA
2022,5,OH,CHS,215,36,14.33,1.8,8.32,0.47,11.08,8,1,2424,1105,103,269,8,939, SC
2022,5,OH,CID,62,12,2.62,2.71,0.62,0,6.05,1,0,1127,113,542,53,0,419, IA
2022,5,OH,CLE,188,52,16.43,2.61,17.16,0,15.8,10,0,3083,1041,219,624,0,1199, OH
2022,5,OH,CLT,5268,868,185.59,76.66,210.08,2.14,393.54,106,19,72872,19560,6957,10443,75,35837, NC
2022,5,OH,CMH,131,24,6.12,3.62,6.57,0,7.69,4,2,1588,228,204,214,0,942, OH
2022,5,OH,CRW,110,25,5.22,2.61,4.61,0.09,12.48,1,1,2473,855,298,122,2,1196, WV
2022,5,OH,CSG,62,14,5.33,2.45,2.23,0,3.98,1,0,982,371,287,55,0,269, GA
2022,5,OH,CVG,248,69,22.73,4.91,15.11,0,26.24,3,0,5617,1760,644,813,0,2400, OH
2022,5,OH,DAB,113,21,5.41,2.85,4.49,0,8.25,3,0,1889,268,207,258,0,1156, FL
2022,5,OH,DAY,248,71,26.69,4.07,13.39,0,26.84,10,1,5001,1811,195,520,0,2475, OH
2022,5,OH,DCA,2766,657,105.88,24.98,248.99,0.08,277.07,148,13,50991,12931,3237,12297,12,22514, DC
2022,5,OH,DFW,8,1,0,0,1,0,0,0,0,16,0,0,16,0,0, TX
2022,5,OH,DSM,12,2,0.88,0,0.12,0,1,1,0,56,15,0,2,0,39, IA
2022,5,OH,DTW,156,44,19.35,1.23,12.11,0,11.31,7,0,2880,1449,85,719,0,627, MI
2022,5,OH,ECP,66,16,2.89,1.78,7.36,0,3.97,3,1,677,107,138,289,0,143, FL
2022,5,OH,EWN,95,23,7.73,4.34,2.14,0.23,8.55,2,0,2636,548,825,53,7,1203, NC
2022,5,OH,FAY,85,21,5.1,4.41,1.13,0.25,10.1,2,0,1150,252,292,28,4,574, NC
2022,5,OH,FNT,58,10,0.61,1.07,1.01,0,7.31,1,0,863,85,118,30,0,630, MI
2022,5,OH,FWA,27,14,4.12,0.06,9.21,0,0.61,1,0,557,221,3,301,0,32, IN
2022,5,OH,GNV,99,17,5.73,3.12,3.3,0,4.85,4,0,761,233,219,131,0,178, FL
2022,5,OH,GPT,59,11,1.66,1.21,5.66,0,2.47,0,0,662,149,77,160,0,276, MS
2022,5,OH,GRR,68,16,6.8,0.17,1.85,0,7.18,1,0,1303,642,32,61,0,568, MI
2022,5,OH,GSO,181,42,13.07,7.08,4.48,0,17.36,6,0,2583,855,420,138,0,1170, NC
2022,5,OH,GSP,286,67,16.39,6.48,20.33,0.21,23.59,7,1,4712,1056,635,885,33,2103, SC
2022,5,OH,HPN,259,54,15.43,4.44,11.15,0.14,22.84,9,3,3775,1043,453,469,5,1805, NY
2022,5,OH,HSV,201,50,13.09,5.18,12.3,1,18.43,6,0,2986,645,428,418,41,1454, AL
2022,5,OH,IAD,43,5,3.3,0,0.25,0,1.45,0,0,339,138,0,7,0,194, DC
2022,5,OH,ILM,214,39,12.12,6.1,7.73,0.17,12.88,6,0,2347,783,478,271,7,808, NC
2022,5,OH,IND,7,1,0,0,0,0,1,0,0,17,0,0,0,0,17, IN
2022,5,OH,ITH,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0, NY
2022,5,OH,JAN,119,29,9.17,2.39,3.73,0.35,13.36,5,0,2211,692,222,217,49,1031, MS
2022,5,OH,JAX,162,34,11.29,2.77,7.56,0.14,12.23,3,0,2591,563,302,552,24,1150, FL
2022,5,OH,LAN,31,4,1.65,0,0.54,0,1.82,1,0,375,203,0,60,0,112, MI
2022,5,OH,LEX,27,4,1.55,1,0,0,1.45,1,0,269,64,60,0,0,145, KY
2022,5,OH,LFT,53,12,1.92,2.89,5.52,0,1.67,2,0,673,209,152,200,0,112, LA
2022,5,OH,LIT,62,10,1.32,0.55,5.17,0,2.96,0,0,370,50,28,121,0,171, AR
2022,5,OH,LYH,36,5,1.94,0,1.06,0,2,2,0,111,45,0,19,0,47, VA
2022,5,OH,MCI,62,17,2.31,0,4.28,0,10.41,1,0,1020,122,0,108,0,790, MO
2022,5,OH,MDT,71,14,5.45,1.35,1.09,0.58,5.53,0,0,863,375,53,37,11,387, PA
2022,5,OH,MEM,112,9,3.79,1.63,2.16,0,1.42,4,0,407,160,88,75,0,84, TN
2022,5,OH,MGM,31,9,1.8,1,1.07,0,5.12,3,0,382,67,24,31,0,260, AL
2022,5,OH,MHT,144,43,13.52,2.16,9.21,0,18.12,1,0,3344,928,189,272,0,1955, NH
2022,5,OH,MKE,120,24,8.53,0.5,5.81,0,9.16,3,0,1956,840,48,356,0,712, WI
2022,5,OH,MLB,65,11,4.12,0.81,3.46,0,2.61,1,0,532,112,130,123,0,167, FL
2022,5,OH,MOB,62,21,5.78,2.14,5.34,0,7.74,0,0,1325,365,279,287,0,394, AL
2022,5,OH,MSN,8,1,0.79,0,0.21,0,0,0,0,28,22,0,6,0,0, WI
2022,5,OH,MSP,62,9,3.18,0,3.04,0,2.78,2,1,588,213,0,102,0,273, MN
2022,5,OH,MSY,47,12,4.62,0.76,1.84,0,4.78,1,0,1010,323,73,308,0,306, LA
2022,5,OH,MYR,158,16,4.57,0.15,4.62,0,6.65,4,0,829,286,12,127,0,404, SC
2022,5,OH,OAJ,80,14,2.24,2.46,2.67,0,6.64,1,0,819,108,205,167,0,339, NC
2022,5,OH,ORF,310,100,34.61,9.35,27.71,0.2,28.12,3,2,7936,3004,1075,1375,20,2462, VA
2022,5,OH,PHF,79,12,3.07,2.12,3.32,0,3.49,3,1,538,90,76,158,0,214, VA
2022,5,OH,PHL,1643,295,87.65,8.96,78.72,1,118.66,47,7,24945,11057,876,3160,16,9836, PA
2022,5,OH,PIA,59,14,3.41,2.1,4.5,0,4,1,0,651,144,98,119,0,290, IL
2022,5,OH,PIT,110,12,5.31,0,3.74,0,2.94,2,0,523,237,0,136,0,150, PA
2022,5,OH,PNS,232,54,13.72,4.96,9.45,0,25.88,6,1,3870,1118,335,479,0,1938, FL
2022,5,OH,PVD,258,58,20.53,3.14,15.98,0.43,17.93,13,0,3578,1010,196,904,27,1441, RI
2022,5,OH,PWM,145,37,13.26,3.99,8.34,0.27,11.14,24,2,3711,744,1723,338,11,895, ME
2022,5,OH,RDU,100,15,2.88,0.26,5.13,0,6.73,3,0,901,138,23,175,0,565, NC
2022,5,OH,RIC,46,9,3.76,1.53,0.07,0,3.65,0,0,631,258,116,12,0,245, VA
2022,5,OH,ROC,96,16,4.37,3.73,3.12,0,4.79,2,0,1016,302,318,169,0,227, NY
2022,5,OH,SAV,203,42,9.6,4.66,10.2,0,17.54,5,0,2838,905,395,365,0,1173, GA
2022,5,OH,SBN,62,11,1.61,1.8,2.26,0,5.33,2,1,768,43,166,123,0,436, IN
2022,5,OH,SDF,108,14,3.29,1.51,5.46,0,3.73,3,0,945,244,117,241,0,343, KY
2022,5,OH,SGF,34,8,2.64,1.1,0.19,0,4.07,2,0,629,250,63,15,0,301, MO
2022,5,OH,SHV,58,10,3.21,0.65,0.63,0,5.51,1,0,451,131,31,17,0,272, LA
2022,5,OH,SRQ,82,18,2.9,2.49,9.05,0,3.57,0,0,1026,164,189,352,0,321, FL
2022,5,OH,STL,110,11,4.04,1.79,3.21,0,1.96,1,0,664,164,213,120,0,167, MO
2022,5,OH,SYR,31,5,1.1,0,1.65,0,2.25,1,0,199,51,0,50,0,98, NY
2022,5,OH,TLH,125,28,7.75,5.07,4.8,0,10.39,3,1,2238,318,728,142,0,1050, FL
2022,5,OH,TRI,57,8,3.15,2,0.12,0,2.73,2,0,463,120,134,5,0,204, TN
2022,5,OH,TUL,46,6,2.94,0,0,0,3.06,3,0,477,161,0,0,0,316, OK
2022,5,OH,TYS,242,57,21.4,7.26,10.64,0,17.7,6,0,4006,1392,526,619,0,1469, TN
2022,5,OH,VPS,4,2,0,0,0.71,0,1.29,0,0,35,0,0,12,0,23, FL
2022,5,OO,ABQ,330,58,40,13,0,0,5,0,0,2566,1553,574,0,0,439, NM
2022,5,OO,ABR,62,13,11,1,1,0,0,1,0,888,627,233,28,0,0, SD
2022,5,OO,ACV,174,22,17,0,0,0,5,4,3,1342,816,0,0,0,526, CA
2022,5,OO,AEX,106,12,7,0,0,0,5,2,0,669,429,0,0,0,240, LA
2022,5,OO,ALB,62,12,10,2,0,0,0,0,0,1048,947,101,0,0,0, NY
2022,5,OO,ALS,52,7,4,0,0,0,3,2,0,527,279,0,0,0,248, CO
2022,5,OO,AMA,176,34,24,4,0,0,6,2,0,3317,2322,369,0,0,626, TX
2022,5,OO,APN,53,3,3,0,0,0,0,0,1,144,144,0,0,0,0, MI
2022,5,OO,ASE,120,21,18,1,0,0,2,23,2,1650,1453,69,0,0,128, CO
2022,5,OO,ATL,229,46,35,4,1,0,6,1,0,2525,1444,627,102,0,352, GA
2022,5,OO,ATW,90,26,18,5,1,0,2,1,0,1985,1545,334,30,0,76, WI
2022,5,OO,AUS,226,33,18,0,0,0,15,1,1,1313,766,0,0,0,547, TX
2022,5,OO,AVL,87,24,16,2,0,0,6,1,0,1441,938,124,0,0,379, NC
2022,5,OO,AVP,53,13,11,0,0,0,2,1,0,765,681,0,0,0,84, PA
2022,5,OO,BDL,69,21,15,0,0,0,6,0,0,1512,1292,0,0,0,220, CT
