year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,state
2022,3,OO,IAD,343,71,48,11,0,1,11,7,0,6237,4032,532,0,27,1646, DC
2022,3,OO,IAH,1658,349,184,26,3,0,136,22,2,24880,11358,4201,279,0,9042, TX
2022,3,OO,ICT,193,44,30,1,0,0,13,1,1,2057,1235,39,0,0,783, KS
2022,3,OO,IDA,216,32,26,1,0,0,5,2,2,2305,1712,99,0,0,494, ID
2022,3,OO,IMT,62,15,8,7,0,0,0,0,1,947,535,412,0,0,0, MI
2022,3,OO,IND,164,48,32,14,0,0,2,0,0,2182,1269,878,0,0,35, IN
2022,3,OO,INL,45,7,5,2,0,0,0,0,0,302,187,115,0,0,0, MN
2022,3,OO,JAC,238,41,33,2,0,0,6,2,0,2849,2366,69,0,0,414, WY
2022,3,OO,JAN,90,17,8,4,0,0,5,3,0,973,284,283,0,0,406, MS
2022,3,OO,JAX,49,9,8,1,0,0,0,0,0,261,244,17,0,0,0, FL
2022,3,OO,JLN,54,10,4,1,1,0,4,1,0,1442,116,804,115,0,407, MO
2022,3,OO,JMS,85,15,14,0,0,0,1,4,0,1150,1057,0,0,0,93, ND
2022,3,OO,JST,61,6,5,0,0,0,1,1,2,297,228,0,0,0,69, PA
2022,3,OO,LAN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0, MI
2022,3,OO,LAR,45,9,8,0,0,0,1,1,0,907,860,0,0,0,47, WY
2022,3,OO,LAS,171,38,17,14,3,0,4,0,0,1522,569,462,207,0,284, NV
2022,3,OO,LAX,3859,481,265,69,6,0,141,20,7,34061,20274,4240,501,0,9046, CA
2022,3,OO,LBB,154,28,16,3,0,0,9,3,0,1666,727,157,0,0,782, TX
2022,3,OO,LBF,46,4,3,0,0,0,1,2,0,140,63,0,0,0,77, NE
2022,3,OO,LBL,46,10,6,1,0,0,3,0,0,672,367,80,0,0,225, KS
2022,3,OO,LEX,58,7,2,0,0,0,5,0,0,267,81,0,0,0,186, KY
2022,3,OO,LGA,88,23,16,0,5,0,2,3,1,1135,508,0,503,0,124, NY
2022,3,OO,LGB,164,15,8,5,0,0,2,2,0,840,329,426,0,0,85, CA
2022,3,OO,LIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0, AR
2022,3,OO,LNK,11,2,1,0,0,0,1,0,0,204,26,0,0,0,178, NE
2022,3,OO,LRD,60,12,8,1,0,0,3,1,0,415,170,108,0,0,137, TX
2022,3,OO,LSE,62,14,11,3,0,0,0,0,0,1060,720,340,0,0,0, WI
2022,3,OO,LWB,59,10,6,0,0,0,4,1,3,604,471,0,0,0,133, WV
2022,3,OO,LWS,93,9,7,1,0,0,1,1,0,246,178,35,0,0,33, ID
2022,3,OO,MAF,145,26,17,0,0,0,9,1,0,1372,955,0,0,0,417, TX
2022,3,OO,MBS,30,5,5,0,0,0,0,0,0,253,253,0,0,0,0, MI
2022,3,OO,MCI,120,20,14,5,0,0,1,0,1,1618,791,804,0,0,23, MO
2022,3,OO,MCW,45,5,4,0,0,0,1,1,0,184,163,0,0,0,21, IA
2022,3,OO,MDT,88,26,20,4,0,0,2,1,0,1179,852,200,0,0,127, PA
2022,3,OO,MEI,53,5,4,1,0,0,0,1,0,250,180,70,0,0,0, MS
2022,3,OO,MEM,245,55,41,7,0,1,6,0,0,4079,2464,1192,0,19,404, TN
2022,3,OO,MFE,43,5,1,0,0,0,4,1,0,312,26,0,0,0,286, TX
2022,3,OO,MFR,290,31,20,2,1,0,8,3,1,2736,1917,94,87,0,638, OR
2022,3,OO,MHK,61,6,1,0,0,0,5,2,0,267,60,0,0,0,207, KS
2022,3,OO,MKE,312,65,44,5,1,0,15,0,0,4953,2450,1018,124,0,1361, WI
2022,3,OO,MKG,44,4,3,0,0,0,1,0,0,291,103,0,0,0,188, MI
2022,3,OO,MLI,93,17,15,0,0,0,2,2,0,827,617,0,0,0,210, IL
2022,3,OO,MOB,105,15,7,3,0,0,5,1,0,2406,962,863,0,0,581, AL
2022,3,OO,MOT,134,21,16,2,0,0,3,2,0,1345,818,250,0,0,277, ND
2022,3,OO,MQT,62,11,5,6,0,0,0,1,1,1320,354,966,0,0,0, MI
2022,3,OO,MRY,237,25,15,3,0,0,7,1,4,1343,728,238,0,0,377, CA
2022,3,OO,MSN,246,54,44,8,0,1,1,0,0,4531,3108,1380,0,16,27, WI
2022,3,OO,MSO,66,5,4,1,0,0,0,0,1,534,318,216,0,0,0, MT
2022,3,OO,MSP,2946,485,341,135,2,2,5,7,1,46062,33356,11906,117,51,632, MN
2022,3,OO,MSY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, LA
2022,3,OO,MTJ,64,14,11,0,0,0,3,0,0,489,401,0,0,0,88, CO
2022,3,OO,MYR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0, SC
2022,3,OO,OAK,165,10,7,3,0,0,0,1,0,419,341,78,0,0,0, CA
2022,3,OO,OGS,32,9,6,3,0,0,0,0,1,1232,897,335,0,0,0, NY
2022,3,OO,OKC,460,88,59,3,0,2,24,2,2,4687,2942,168,0,47,1530, OK
2022,3,OO,OMA,527,84,57,12,0,1,14,4,0,5416,3305,1423,0,15,673, NE
2022,3,OO,ONT,259,23,18,3,1,0,1,0,0,1147,903,124,98,0,22, CA
2022,3,OO,ORD,4703,765,399,38,14,7,307,36,8,67211,34764,3300,879,1254,27014, IL
2022,3,OO,ORF,52,10,7,3,0,0,0,1,0,749,422,327,0,0,0, VA
2022,3,OO,OTH,22,3,3,0,0,0,0,0,0,108,108,0,0,0,0, OR
2022,3,OO,PAH,54,4,2,0,0,0,2,0,0,290,138,0,0,0,152, KY
2022,3,OO,PBG,32,8,4,1,0,0,3,2,2,1283,1073,70,0,0,140, NY
2022,3,OO,PDX,421,60,32,16,0,0,12,0,0,2235,1243,521,0,0,471, OR
2022,3,OO,PHL,51,6,5,1,0,0,0,0,1,348,318,30,0,0,0, PA
2022,3,OO,PHX,1445,184,91,20,0,2,71,2,0,16507,9559,1112,0,178,5658, AZ
2022,3,OO,PIB,53,9,5,1,0,0,3,2,0,495,288,103,0,0,104, MS
2022,3,OO,PIH,31,5,2,3,0,0,0,0,0,233,117,116,0,0,0, ID
2022,3,OO,PIT,204,51,38,10,1,0,2,1,1,3254,2419,740,43,0,52, PA
2022,3,OO,PLN,53,6,5,1,0,0,0,0,1,455,348,107,0,0,0, MI
2022,3,OO,PNS,62,15,8,2,0,0,5,0,1,932,297,112,0,0,523, FL
2022,3,OO,PRC,62,12,8,0,0,0,4,0,1,1823,1470,0,0,0,353, AZ
2022,3,OO,PSC,306,29,23,3,0,0,3,2,3,2125,1891,78,0,0,156, WA
2022,3,OO,PSP,555,77,40,5,3,0,29,0,0,4828,2613,217,132,0,1866, CA
2022,3,OO,PUB,50,6,5,0,0,0,1,4,0,596,224,0,0,0,372, CO
2022,3,OO,PVD,117,17,12,0,0,0,5,0,1,924,678,0,0,0,246, RI
2022,3,OO,PWM,11,2,2,0,0,0,0,0,0,92,92,0,0,0,0, ME
2022,3,OO,RAP,187,34,26,3,0,0,5,10,1,4082,2942,681,0,0,459, SD
2022,3,OO,RDD,123,9,6,0,1,0,2,0,0,1090,954,0,56,0,80, CA
2022,3,OO,RDM,414,42,20,5,2,0,15,3,0,3147,1425,190,69,0,1463, OR
2022,3,OO,RDU,42,6,5,0,0,0,1,0,0,150,123,0,0,0,27, NC
2022,3,OO,RHI,62,11,8,3,0,0,0,0,1,1644,1536,108,0,0,0, WI
2022,3,OO,RIC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0, VA
2022,3,OO,RIW,33,3,1,0,0,0,2,0,0,147,29,0,0,0,118, WY
2022,3,OO,RKS,31,6,6,0,0,0,0,1,0,759,759,0,0,0,0, WY
2022,3,OO,RNO,342,43,24,7,1,0,11,0,0,2098,856,443,77,0,722, NV
2022,3,OO,ROC,127,24,21,3,0,0,0,0,0,1674,1367,307,0,0,0, NY
2022,3,OO,ROW,93,6,3,1,0,0,2,1,0,202,98,51,0,0,53, NM
2022,3,OO,RST,58,11,8,3,0,0,0,0,0,1939,270,1669,0,0,0, MN
2022,3,OO,SAF,126,16,7,0,0,0,9,2,2,1285,520,0,0,0,765, NM
2022,3,OO,SAN,862,131,50,8,0,0,73,4,1,8798,2989,452,0,0,5357, CA
2022,3,OO,SAT,106,5,5,0,0,0,0,1,0,203,203,0,0,0,0, TX
2022,3,OO,SAV,60,10,8,1,0,0,1,0,0,559,442,96,0,0,21, GA
2022,3,OO,SBA,166,20,17,0,0,0,3,7,0,1057,859,0,0,0,198, CA
2022,3,OO,SBN,216,45,34,0,0,0,11,2,0,3927,1931,0,0,0,1996, IN
2022,3,OO,SBP,313,33,20,2,0,0,11,5,1,3374,1016,1207,0,0,1151, CA
2022,3,OO,SCE,87,18,15,2,0,0,1,1,2,959,817,63,0,0,79, PA
2022,3,OO,SDF,170,37,31,4,0,0,2,4,0,3007,2751,215,0,0,41, KY
2022,3,OO,SEA,1605,133,87,22,1,0,23,0,5,7336,4708,928,32,0,1668, WA
2022,3,OO,SFO,3261,438,195,38,38,1,166,32,0,34070,16371,3374,2740,31,11554, CA
2022,3,OO,SGF,6,1,1,0,0,0,0,0,0,36,36,0,0,0,0, MO
2022,3,OO,SGU,214,24,15,2,0,0,7,1,1,1825,828,170,0,0,827, UT
2022,3,OO,SHD,61,12,4,1,0,0,7,1,2,2243,1116,46,0,0,1081, VA
2022,3,OO,SHR,54,8,7,0,0,0,1,2,0,318,233,0,0,0,85, WY
2022,3,OO,SJC,666,60,23,9,1,0,27,1,0,2952,1059,327,35,0,1531, CA
2022,3,OO,SJT,55,8,4,1,0,0,3,2,0,480,162,20,0,0,298, TX
2022,3,OO,SLC,3091,312,194,72,11,1,34,20,0,23606,14274,6938,501,45,1848, UT
2022,3,OO,SLN,54,8,4,0,0,0,4,1,0,1375,230,0,0,0,1145, KS
2022,3,OO,SMF,636,77,43,13,3,0,18,1,0,4140,1905,1341,161,0,733, CA
2022,3,OO,SNA,165,30,6,2,0,0,22,3,0,1777,441,121,0,0,1215, CA
2022,3,OO,SRQ,30,18,10,0,7,0,1,0,0,1163,335,0,699,0,129, FL
2022,3,OO,STL,281,70,54,8,0,0,8,0,0,4320,3267,441,0,0,612, MO
2022,3,OO,STS,175,19,7,1,0,0,11,0,0,1866,771,613,0,0,482, CA
2022,3,OO,SUN,178,21,15,3,0,1,2,3,7,900,537,206,0,15,142, ID
2022,3,OO,SUX,52,11,6,0,0,0,5,0,0,614,276,0,0,0,338, IA
2022,3,OO,SYR,130,24,17,4,0,0,3,2,0,1362,778,320,0,0,264, NY
2022,3,OO,TBN,41,3,3,0,0,0,0,0,0,125,125,0,0,0,0, MO
2022,3,OO,TRI,31,2,1,0,0,0,1,0,0,78,45,0,0,0,33, TN
2022,3,OO,TUL,378,80,56,3,0,0,21,4,1,6167,2799,173,0,0,3195, OK
2022,3,OO,TUS,506,71,46,11,2,0,12,2,1,4520,2755,574,188,0,1003, AZ
2022,3,OO,TVC,57,12,8,0,0,0,4,1,0,602,332,0,0,0,270, MI
2022,3,OO,TWF,31,3,1,2,0,0,0,0,0,96,46,50,0,0,0, ID
2022,3,OO,TYS,82,16,9,0,0,0,7,0,0,1014,371,0,0,0,643, TN
2022,3,OO,VCT,52,3,3,0,0,0,0,1,0,277,277,0,0,0,0, TX
2022,3,OO,VEL,53,14,8,0,0,0,6,0,0,774,455,0,0,0,319, UT
2022,3,OO,VPS,4,3,1,0,0,0,2,0,0,76,17,0,0,0,59, FL
2022,3,OO,XNA,88,24,18,1,0,0,5,1,1,1077,722,70,0,0,285, AR
2022,3,OO,XWA,116,22,13,4,0,0,5,1,1,1196,621,191,0,0,384, ND
2022,3,OO,YUM,52,5,1,2,0,0,2,0,1,505,55,279,0,0,171, AZ
2022,3,QX,ABQ,14,1,0,0,1,0,0,0,0,37,0,0,37,0,0, NM
2022,3,QX,AKN,31,2,1.94,0,0.06,0,0,9,0,172,166,0,6,0,0, AK
2022,3,QX,ALW,62,3,1,0,1,0,1,0,0,181,98,0,38,0,45, WA
2022,3,QX,ANC,230,21,3.21,1.35,6.74,2,7.69,52,0,780,130,28,155,77,390, AK
2022,3,QX,AUS,19,1,0,0,0,0,1,0,0,31,0,0,0,0,31, TX
2022,3,QX,BIL,62,9,3.51,0,0.97,0,4.52,0,0,337,129,0,18,0,190, MT
2022,3,QX,BLI,154,19,16.13,0,1.9,0,0.97,1,0,964,890,0,42,0,32, WA
2022,3,QX,BOI,569,71,35.68,0,7.36,0,27.96,3,0,2986,1538,0,166,0,1282, ID
2022,3,QX,BZN,12,1,0,0,1,0,0,0,0,21,0,0,21,0,0, MT
2022,3,QX,DFW,16,4,1.64,0,2.36,0,0,0,0,306,209,0,97,0,0, TX
2022,3,QX,DLG,31,1,1,0,0,0,0,10,0,30,30,0,0,0,0, AK
2022,3,QX,EAT,62,3,2.02,0,0,0,0.98,0,0,252,206,0,0,0,46, WA
2022,3,QX,ELP,16,2,1.22,0,0.02,0,0.76,0,0,186,146,0,1,0,39, TX
2022,3,QX,EUG,177,22,10.02,0,4.82,0,7.16,1,0,1099,593,0,104,0,402, OR
2022,3,QX,FAI,137,7,3,0.46,0.54,0,3,27,0,329,55,69,81,0,124, AK
2022,3,QX,FCA,69,7,4.45,0,1.14,0,1.41,0,0,318,240,0,36,0,42, MT
2022,3,QX,GEG,453,45,20.1,0,4.66,0,20.25,1,0,2180,976,0,245,0,959, WA
2022,3,QX,GTF,31,2,1.06,0,0,0,0.94,0,1,65,49,0,0,0,16, MT
2022,3,QX,HDN,5,3,2.92,0,0.08,0,0,0,0,152,147,0,5,0,0, CO
2022,3,QX,HLN,31,3,2.83,0,0.17,0,0,0,0,125,114,0,11,0,0, MT
2022,3,QX,ICT,22,2,1.85,0,0.15,0,0,0,0,289,279,0,10,0,0, KS
2022,3,QX,IDA,31,6,1.91,0,2.09,0,2,0,0,178,71,0,45,0,62, ID
2022,3,QX,LAS,73,26,9.21,0.83,12.21,0,3.75,0,0,1531,511,43,752,0,225, NV
2022,3,QX,LAX,115,25,7.72,0.63,9.46,0,7.19,0,0,1169,551,10,275,0,333, CA
2022,3,QX,MFR,209,26,9.5,0,5.44,0,11.05,0,1,819,333,0,106,0,380, OR
2022,3,QX,MRY,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0, CA
2022,3,QX,MSO,77,10,4.83,0,2.65,0,2.52,0,0,335,148,0,69,0,118, MT
2022,3,QX,OAK,78,9,3.4,0,0.9,0,4.7,0,0,547,294,0,41,0,212, CA
2022,3,QX,ONT,15,2,0.98,0,0.02,0,1,0,0,60,40,0,1,0,19, CA
2022,3,QX,ORD,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0, IL
2022,3,QX,PAE,329,78,11.34,1,31.18,0,34.49,4,1,3681,799,226,903,0,1753, WA
2022,3,QX,PDX,866,96,39.54,1,19.45,0,36,2,1,5485,2394,25,481,0,2585, OR
2022,3,QX,PHX,77,14,5.15,0,2.61,0,6.24,0,0,912,451,0,75,0,386, AZ
2022,3,QX,PSC,166,21,12.31,1,2.07,0,5.62,2,0,767,481,37,55,0,194, WA
2022,3,QX,PSP,81,10,4.33,0,1.29,0,4.38,1,0,419,184,0,25,0,210, CA
2022,3,QX,PUW,84,9,6.43,0,1.57,0,1,0,0,342,267,0,44,0,31, WA
2022,3,QX,RDD,31,2,0,0,0,0,2,0,0,43,0,0,0,0,43, CA
2022,3,QX,RDM,223,20,6.85,1,3.83,0,8.32,1,0,972,378,16,72,0,506, OR
2022,3,QX,RNO,73,8,2.29,0,2.16,0,3.55,0,0,273,71,0,44,0,158, NV
2022,3,QX,SAN,75,9,5.59,0,2.5,0,0.91,0,0,292,183,0,45,0,64, CA
2022,3,QX,SBA,70,2,0.97,0,0.16,0,0.87,0,0,82,57,0,5,0,20, CA
2022,3,QX,SBP,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0, CA
2022,3,QX,SEA,2338,263,81.12,8.42,74.64,3.5,95.32,20,4,13725,5734,655,2085,166,5085, WA
2022,3,QX,SFO,137,20,5.1,0,7.68,0,7.22,1,0,1040,279,0,290,0,471, CA
2022,3,QX,SJC,47,4,2.18,0,0.04,0,1.78,0,0,148,99,0,3,0,46, CA
2022,3,QX,SLC,40,3,1.93,0,1.07,0,0,0,1,89,70,0,19,0,0, UT
2022,3,QX,SMF,106,10,6.87,0,1.13,0,2,0,0,380,305,0,23,0,52, CA
2022,3,QX,SNA,94,23,8.83,0,7.55,0,6.62,2,0,919,345,0,224,0,350, CA
2022,3,QX,STS,77,16,8.54,0,2.47,0,4.98,0,1,622,354,0,75,0,193, CA
2022,3,QX,SUN,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ID
2022,3,QX,TUS,23,1,0.96,0,0.04,0,0,1,0,53,51,0,2,0,0, AZ
2022,3,QX,YKM,62,6,1.89,1,1.11,0,2,1,0,194,66,29,18,0,81, WA
2022,3,UA,ABQ,112,26,7.33,0,4.88,0,13.78,1,0,1720,240,0,110,0,1370, NM
2022,3,UA,ALB,31,7,0.42,0,1.48,0,5.1,0,1,381,20,0,32,0,329, NY
2022,3,UA,ANC,36,12,8.07,0,1.77,0,2.16,0,0,517,295,0,115,0,107, AK
2022,3,UA,ATL,251,73,28.91,0.8,20.4,0,22.89,0,0,4605,1494,249,937,0,1925, GA
2022,3,UA,AUS,679,136,57.32,0.51,35.22,0,42.95,0,0,9043,3593,56,1278,0,4116, TX
2022,3,UA,BDL,188,39,16.74,1.36,8.58,0,12.33,0,1,1665,584,29,247,0,805, CT
2022,3,UA,BIL,61,25,11.22,0,4.6,0,9.18,0,0,1582,473,0,292,0,817, MT
2022,3,UA,BNA,155,37,15.56,0,9.32,0,12.13,1,0,1846,636,0,349,0,861, TN
2022,3,UA,BOI,62,25,10.1,0.79,2.3,0,11.82,0,0,1578,519,59,116,0,884, ID
2022,3,UA,BOS,836,170,72.94,4.2,25.53,0,67.32,7,2,11858,4272,202,1272,0,6112, MA
2022,3,UA,BQN,31,8,2.79,0,2.93,0,2.28,0,0,429,115,0,136,0,178, PR
2022,3,UA,BTV,54,15,6.35,0,0.6,0,8.06,0,0,1180,436,0,51,0,693, VT
2022,3,UA,BUF,59,11,3.27,0,2.23,0,5.5,1,0,654,231,0,55,0,368, NY
2022,3,UA,BWI,219,43,21.89,0,8.09,0,13.02,0,0,2047,817,0,302,0,928, MD
2022,3,UA,BZN,167,30,10.74,0.54,6.21,0,12.51,2,0,2222,485,344,252,0,1141, MT
2022,3,UA,CHS,73,24,9.53,0,6.65,0,7.82,1,0,1894,661,0,223,0,1010, SC
2022,3,UA,CID,31,9,5.08,0,0.84,0,3.09,0,0,510,187,0,62,0,261, IA
2022,3,UA,CLE,730,165,51.9,2.04,32.33,0,78.73,3,1,10460,2472,361,1298,0,6329, OH
2022,3,UA,CLT,40,19,7.32,0,3.79,0,7.9,0,0,1087,296,0,127,0,664, NC
2022,3,UA,CMH,67,20,10.22,0,4.79,0,4.99,0,0,1072,506,0,203,0,363, OH
2022,3,UA,COS,109,27,8.71,0,10.93,0,7.36,0,0,1266,476,0,415,0,375, CO
2022,3,UA,CVG,49,13,7.37,0,3.6,0,2.02,0,0,496,224,0,122,0,150, OH
2022,3,UA,DCA,299,60,15.79,1.88,17.79,0,24.54,0,0,3445,624,148,627,0,2046, DC
2022,3,UA,DEN,6900,1298,372.99,16.03,378,0,530.98,22,4,87088,26226,4047,12968,0,43847, CO
2022,3,UA,DFW,555,148,40.45,2.84,51.61,0,53.11,3,3,11091,2489,337,3603,0,4662, TX
2022,3,UA,DSM,74,23,5.65,0.19,2.15,0,15.01,0,0,2183,1024,16,124,0,1019, IA
2022,3,UA,DTW,26,4,1.47,0,0.7,0,1.83,0,0,148,50,0,20,0,78, MI
2022,3,UA,EGE,83,7,1.45,0.47,3.1,0,1.99,0,0,704,59,8,96,0,541, CO
2022,3,UA,ELP,28,10,4.68,0,0.22,0,5.1,0,0,811,242,0,9,0,560, TX
2022,3,UA,EUG,62,15,6.98,0,1.02,0,6.99,0,0,1655,355,0,43,0,1257, OR
2022,3,UA,EWR,5088,1279,300.34,16.97,576.43,0,385.27,45,15,89376,24298,1936,28858,0,34284, NJ
2022,3,UA,FAT,31,5,3.21,0,1.68,0,0.12,0,0,195,118,0,71,0,6, CA
2022,3,UA,FCA,62,25,15.84,0.26,3.23,0,5.67,0,0,1346,758,22,206,0,360, MT
2022,3,UA,FLL,794,228,61.58,2.68,86.64,0,77.1,1,5,16381,3467,293,5215,0,7406, FL
2022,3,UA,FSD,31,14,4.31,1,1.59,0,7.1,0,0,1085,166,262,61,0,596, SD
2022,3,UA,GEG,78,22,8.54,1.1,3.46,0,8.9,0,0,1287,338,64,168,0,717, WA
2022,3,UA,GRR,66,20,6.77,0,2.17,0,11.06,0,0,1142,273,0,56,0,813, MI
2022,3,UA,GUM,62,8,5.34,0,0,0,2.66,0,0,388,144,0,0,0,244, TT
2022,3,UA,HDN,115,27,9.87,4.77,4.31,0,8.04,0,2,2870,1126,639,350,0,755, CO
2022,3,UA,HNL,512,61,29.45,0.55,14.37,0,16.63,0,3,4410,2696,24,417,0,1273, HI
2022,3,UA,IAD,2315,419,151.69,10.95,95.27,0,161.09,12,4,29285,9426,1235,3700,0,14924, DC
2022,3,UA,IAH,4676,870,249.57,11.36,287.78,1,320.29,23,7,56373,15386,841,11451,59,28636, TX
2022,3,UA,ICT,31,14,4.96,0,2.78,0,6.25,0,0,1291,584,0,92,0,615, KS
2022,3,UA,IND,156,39,19.23,0,10.08,0,9.69,0,1,1800,749,0,358,0,693, IN
2022,3,UA,ITO,22,2,0.81,0,0.29,0,0.89,0,0,70,38,0,15,0,17, HI
2022,3,UA,JAC,168,40,14.61,0.99,7.53,0,16.87,4,1,2114,660,135,265,0,1054, WY
2022,3,UA,JAX,130,45,16.02,0.14,9.38,0,19.45,0,0,2710,869,24,504,0,1313, FL
2022,3,UA,JFK,124,21,7.29,0,10.24,0,3.47,3,0,1262,605,0,290,0,367, NY
2022,3,UA,KOA,199,25,14.75,0.2,3.96,0,6.09,0,1,1415,740,12,128,0,535, HI
2022,3,UA,LAS,989,174,60.7,1.68,51.97,0,59.64,5,2,11965,4306,113,2593,0,4953, NV
2022,3,UA,LAX,2077,331,138.52,4.7,88.76,0,99.02,12,5,24584,10205,603,3580,0,10196, CA
2022,3,UA,LGA,531,139,32.81,4.02,58.42,0,43.75,10,15,11244,1993,1761,3295,0,4195, NY
2022,3,UA,LIH,118,9,3.08,0,3.08,0,2.84,0,0,410,212,0,68,0,130, HI
2022,3,UA,MAF,23,5,1.34,0,0.19,0,3.47,0,0,627,102,0,6,0,519, TX
2022,3,UA,MCI,114,28,10.98,2.51,5.78,0,8.73,0,0,2419,592,958,260,0,609, MO
2022,3,UA,MCO,1173,356,104.48,4.82,166.81,0,79.89,3,3,21445,6477,311,8896,0,5761, FL
2022,3,UA,MDT,31,12,2.22,0.15,1.21,0,8.41,0,0,1070,75,20,46,0,929, PA
2022,3,UA,MEM,26,4,2.16,0,0.38,0,1.47,0,0,246,87,0,24,0,135, TN
2022,3,UA,MFE,56,17,7.51,0,2.8,0,6.69,0,0,1126,302,0,100,0,724, TX
2022,3,UA,MFR,59,14,9.14,0,0.57,0,4.29,0,0,673,376,0,25,0,272, OR
2022,3,UA,MIA,567,194,57.17,4.9,75.78,0,56.15,5,1,13622,3105,612,4311,0,5594, FL
2022,3,UA,MKE,5,1,0.27,0,0.03,0,0.7,0,0,100,27,0,3,0,70, WI
2022,3,UA,MSN,93,23,7.66,0,5.98,0,9.36,0,0,1324,285,0,175,0,864, WI
2022,3,UA,MSO,62,12,4.8,0,2.16,0,5.04,0,2,686,289,0,101,0,296, MT
2022,3,UA,MSP,311,66,25.83,1.28,11.77,0,27.12,0,0,4719,1569,133,393,0,2624, MN
2022,3,UA,MSY,477,118,31.27,7.7,34.44,0,44.59,0,1,7694,1594,1046,1306,0,3748, LA
2022,3,UA,MTJ,104,24,8.54,1.24,4.83,0,9.39,0,0,1432,549,31,184,0,668, CO
2022,3,UA,OGG,289,36,12.22,0,14.62,0,9.16,1,0,2085,667,0,486,0,932, HI
2022,3,UA,OKC,4,1,0,0,0.02,0,0.98,0,1,62,0,0,1,0,61, OK
2022,3,UA,OMA,74,20,11.46,0,2.82,0,5.72,0,0,1162,636,0,103,0,423, NE
2022,3,UA,ONT,94,19,9.76,0,4.08,0,5.16,0,0,1218,651,0,192,0,375, CA
2022,3,UA,ORD,5109,857,304,13.76,219.62,0,319.62,21,6,53494,17607,1427,7948,0,26512, IL
2022,3,UA,ORF,73,15,8.13,0,2.64,0,4.23,0,0,958,494,0,101,0,363, VA
2022,3,UA,PBI,335,133,24.82,2.94,71.36,0,33.88,3,0,9477,1502,169,4604,0,3202, FL
2022,3,UA,PDX,455,84,39.24,0,15.85,0,28.92,1,2,4528,2111,0,723,0,1694, OR
2022,3,UA,PHL,232,53,23.03,0.22,8.54,0,21.21,0,0,3611,954,49,317,0,2291, PA
2022,3,UA,PHX,844,125,54.4,5.82,20.22,0,44.56,0,1,7850,3150,351,865,0,3484, AZ
2022,3,UA,PIT,105,23,8.5,0,4.67,0,9.83,0,0,1978,492,0,253,0,1233, PA
2022,3,UA,PNS,61,18,5.35,0,2.92,0,9.72,0,0,1099,227,0,109,0,763, FL
2022,3,UA,PSP,174,39,9.25,0,11.89,0,17.86,0,0,3019,952,0,623,0,1444, CA
2022,3,UA,PWM,22,12,6.81,1.22,2.66,0,1.31,0,0,615,264,151,152,0,48, ME
2022,3,UA,RAP,3,1,0,1,0,0,0,0,0,726,0,726,0,0,0, SD
2022,3,UA,RDM,31,5,2.01,0,0.78,0,2.21,0,0,439,232,0,36,0,171, OR
2022,3,UA,RDU,258,73,37.73,1.21,16.71,0,17.36,0,0,5205,2611,76,753,0,1765, NC
2022,3,UA,RIC,62,13,5.15,0,5.14,0,2.71,0,0,580,161,0,120,0,299, VA
2022,3,UA,RNO,139,30,11.25,0.78,4.32,0,13.64,1,0,1434,367,25,152,0,890, NV
2022,3,UA,ROC,33,5,2.32,0,0,0,2.68,0,0,447,188,0,0,0,259, NY
2022,3,UA,RSW,714,161,35.89,2.81,79.83,0,42.48,2,1,10941,2373,422,4866,0,3280, FL
2022,3,UA,SAN,722,92,33.5,4.17,17.49,0,36.84,0,1,5322,1516,462,802,0,2542, CA
2022,3,UA,SAT,393,83,31.75,1.41,18.08,0,31.75,3,1,5738,1393,418,772,0,3155, TX
2022,3,UA,SAV,2,1,0.73,0,0,0,0.27,0,0,41,30,0,0,0,11, GA
2022,3,UA,SBA,93,10,3.09,0,2.17,0,4.74,0,0,837,133,0,69,0,635, CA
2022,3,UA,SEA,566,100,41.67,1,21.63,0,35.7,0,0,4910,1803,197,763,0,2147, WA
2022,3,UA,SFO,3495,437,170.02,6.6,107.07,0,153.31,13,4,32336,12135,601,6000,0,13600, CA
2022,3,UA,SJC,117,18,8.48,0,4.04,0,5.49,0,0,691,285,0,135,0,271, CA
2022,3,UA,SJU,255,76,25.85,0,28.66,0,21.48,0,0,4596,1646,0,1180,0,1770, PR
2022,3,UA,SLC,240,58,25.83,0.55,10.75,0,20.87,3,0,3633,1366,23,506,0,1738, UT
2022,3,UA,SMF,267,47,14.85,1.93,10.1,0,20.11,2,0,3057,659,408,425,0,1565, CA
2022,3,UA,SNA,546,76,29.09,0,14.83,0,32.08,2,3,4735,1433,0,588,0,2714, CA
2022,3,UA,SPN,31,1,1,0,0,0,0,0,0,16,16,0,0,0,0, TT
